what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307632322507
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307632325881
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307632351717
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307632353084
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307632607837
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307632609722
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307632714166
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307632715080
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307632716184
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307632727170
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307632729049
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307632986897
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1307632996542
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633007877
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633008557
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633012980
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633013975
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1307633016135
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307633020743
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633024067
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633025110
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633026315
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633028708
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633040199
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633040921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633043534
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633044016
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633045978
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633049239
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633058885
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633086251
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633091551
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633098300
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633105124
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633107148
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633111400
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633112363
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307633121080
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307633142663
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307633150094
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633157598
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633159109
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633162963
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633181035
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633183133
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633188533
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307633194374
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633196719
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633206813
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633208551
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633213082
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633214707
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633224687
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307633241397
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307633250212
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307633250911
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633252575
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633257223
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633260448
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633262893
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633277950
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633300991
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633305942
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307633314462
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633322357
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633323730
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633325049
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633327295
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633329681
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633330661
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633352941
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633354145
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633355637
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633416718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633451907
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1307633460519
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1307633461514
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1307633466717
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633467347
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633467784
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633469551
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633477071
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633484942
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633488300
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633493407
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633498695
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633499711
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633507122
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633517987
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307633520208
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307633521489
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1307633525213
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1307633528775
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1307633536466
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633555669
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1307633564218
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633571923
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1307633575803
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633579962
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633583240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633627417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633628967
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633631976
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307633632748
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1307633633104
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307633633408
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633633679
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633675059
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633678151
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633754389
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307633757678
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1307633760292
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307633761724
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633761997
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633769949
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1307633771363
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1307633772990
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1307633774315
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633775589
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633778245
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633896029
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307633897424
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307633898890
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307633903804
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633904275
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633907156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633942266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633943693
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633944094
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1307633946457
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633949920
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633954144
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633955377
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633956467
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633964930
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633973323
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633976077
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633986053
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1307633992508
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1307633995310
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1307633995470
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307633996254
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307633998968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307634008373
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307634010677
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307634011968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307634014713
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307634015417
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1307634017476
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1307634018084
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307634918222
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307635078127
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307635079817
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307642689283
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307642691128
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1307642697018
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1307642698373
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307642704666
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307642704761
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1307642721104
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1307642721250
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1307642721308
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1307642721936
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.extract.method",1307642721988
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1307642731181
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1307642731628
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1307642732038
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1307642734114
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1307642735067
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1307642747815
